ticker,series,date,value
SDN,Down Var (SDN),2019-09-16,17.0019
SDN,Down Var (SDN),2019-09-17,17.3214
SDN,Down Var (SDN),2019-09-18,16.5185
SDN,Down Var (SDN),2019-09-19,16.1818
SDN,Down Var (SDN),2019-09-20,15.4876
SDN,Down Var (SDN),2019-09-23,15.353
SDN,Down Var (SDN),2019-09-24,15.3736
SDN,Down Var (SDN),2019-09-25,16.4358
SDN,Down Var (SDN),2019-09-26,15.9225
SDN,Down Var (SDN),2019-09-27,15.6442
SDN,Down Var (SDN),2019-09-30,16.6169
SDN,Down Var (SDN),2019-10-01,17.088
SDN,Down Var (SDN),2019-10-02,16.3293
SDN,Down Var (SDN),2019-10-03,16.369
SDN,Down Var (SDN),2019-10-04,16.8698
SDN,Down Var (SDN),2019-10-07,16.9134
SDN,Down Var (SDN),2019-10-08,17.5377
SDN,Down Var (SDN),2019-10-09,16.8594
SDN,Down Var (SDN),2019-10-10,15.8115
SDN,Down Var (SDN),2019-10-11,18.2132
SDN,Down Var (SDN),2019-10-14,16.7676
SDN,Down Var (SDN),2019-10-15,15.6653
SDN,Down Var (SDN),2019-10-16,15.4822
SDN,Down Var (SDN),2019-10-17,15.6076
SDN,Down Var (SDN),2019-10-18,15.9753
SDN,Down Var (SDN),2019-10-21,15.2246
SDN,Down Var (SDN),2019-10-22,14.6916
SDN,Down Var (SDN),2019-10-23,14.7706
SDN,Down Var (SDN),2019-10-24,14.5132
SDN,Down Var (SDN),2019-10-25,13.8556
SDN,Down Var (SDN),2019-10-28,13.4162
SDN,Down Var (SDN),2019-10-29,13.3022
SDN,Down Var (SDN),2019-10-30,12.7407
SDN,Down Var (SDN),2019-10-31,13.2521
SDN,Down Var (SDN),2019-11-01,13.0899
SDN,Down Var (SDN),2019-11-04,13.118
SDN,Down Var (SDN),2019-11-05,12.8124
SDN,Down Var (SDN),2019-11-06,13.486
SDN,Down Var (SDN),2019-11-07,13.8208
SDN,Down Var (SDN),2019-11-08,11.9975
SDN,Down Var (SDN),2019-11-11,11.4852
SDN,Down Var (SDN),2019-11-12,11.1761
SDN,Down Var (SDN),2019-11-13,11.3986
SDN,Down Var (SDN),2019-11-14,11.3481
SDN,Down Var (SDN),2019-11-15,10.8214
SDN,Down Var (SDN),2019-11-18,10.7205
SDN,Down Var (SDN),2019-11-19,10.6384
SDN,Down Var (SDN),2019-11-20,11.0952
SDN,Down Var (SDN),2019-11-21,10.6632
SDN,Down Var (SDN),2019-11-22,10.5776
SDN,Down Var (SDN),2019-11-25,10.5416
SDN,Down Var (SDN),2019-11-26,11.0027
SDN,Down Var (SDN),2019-11-27,11.2264
SDN,Down Var (SDN),2019-11-29,11.7243
SDN,Down Var (SDN),2019-12-02,12.8953
SDN,Down Var (SDN),2019-12-03,12.3487
SDN,Down Var (SDN),2019-12-04,12.9821
SDN,Down Var (SDN),2019-12-05,12.351
SDN,Down Var (SDN),2019-12-06,12.7253
SDN,Down Var (SDN),2019-12-09,12.6214
SDN,Down Var (SDN),2019-12-10,11.4159
SDN,Down Var (SDN),2019-12-11,11.5174
SDN,Down Var (SDN),2019-12-12,12.9116
SDN,Down Var (SDN),2019-12-13,12.0824
SDN,Down Var (SDN),2019-12-16,12.7911
SDN,Down Var (SDN),2019-12-17,12.7447
SDN,Down Var (SDN),2019-12-18,12.2192
SDN,Down Var (SDN),2019-12-19,12.2367
SDN,Down Var (SDN),2019-12-20,13.3377
SDN,Down Var (SDN),2019-12-23,13.7152
SDN,Down Var (SDN),2019-12-24,13.7391
SDN,Down Var (SDN),2019-12-26,14.1105
SDN,Down Var (SDN),2019-12-27,12.6959
SDN,Down Var (SDN),2019-12-30,13.3781
SDN,Down Var (SDN),2019-12-31,13.5572
SDN,Down Var (SDN),2020-01-02,13.3397
SDN,Down Var (SDN),2020-01-03,12.4513
SDN,Down Var (SDN),2020-01-06,12.7459
SDN,Down Var (SDN),2020-01-07,12.694
SDN,Down Var (SDN),2020-01-08,12.657
SDN,Down Var (SDN),2020-01-09,12.7269
SDN,Down Var (SDN),2020-01-10,12.0799
SDN,Down Var (SDN),2020-01-13,12.1162
SDN,Down Var (SDN),2020-01-14,12.5497
SDN,Down Var (SDN),2020-01-15,11.2533
SDN,Down Var (SDN),2020-01-16,10.5277
SDN,Down Var (SDN),2020-01-17,11.3053
SDN,Down Var (SDN),2020-01-21,10.6006
SDN,Down Var (SDN),2020-01-22,10.3559
SDN,Down Var (SDN),2020-01-23,11.1455
SDN,Down Var (SDN),2020-01-24,10.6234
SDN,Down Var (SDN),2020-01-27,12.2091
SDN,Down Var (SDN),2020-01-28,12.1557
SDN,Down Var (SDN),2020-01-29,12.3608
SDN,Down Var (SDN),2020-01-30,14.9746
SDN,Down Var (SDN),2020-01-31,15.1879
SDN,Down Var (SDN),2020-02-03,15.127
SDN,Down Var (SDN),2020-02-04,13.7649
SDN,Down Var (SDN),2020-02-05,13.3568
SDN,Down Var (SDN),2020-02-06,13.5426
SDN,Down Var (SDN),2020-02-07,13.2184
SDN,Down Var (SDN),2020-02-10,13.3903
SDN,Down Var (SDN),2020-02-11,13.3219
SDN,Down Var (SDN),2020-02-12,13.4815
SDN,Down Var (SDN),2020-02-13,12.5467
SDN,Down Var (SDN),2020-02-14,11.8929
SDN,Down Var (SDN),2020-02-18,12.2178
SDN,Down Var (SDN),2020-02-19,12.1497
SDN,Down Var (SDN),2020-02-20,11.6502
SDN,Down Var (SDN),2020-02-21,11.4851
SDN,Down Var (SDN),2020-02-24,13.1157
SDN,Down Var (SDN),2020-02-25,12.7731
SDN,Down Var (SDN),2020-02-26,12.4862
SDN,Down Var (SDN),2020-02-27,13.215
SDN,Down Var (SDN),2020-02-28,14.875
SDN,Down Var (SDN),2020-03-02,14.2544
SDN,Down Var (SDN),2020-03-03,13.9246
SDN,Down Var (SDN),2020-03-04,13.6438
SDN,Down Var (SDN),2020-03-05,13.1806
SDN,Down Var (SDN),2020-03-06,13.816
SDN,Down Var (SDN),2020-03-09,17.0126
SDN,Down Var (SDN),2020-03-10,15.5667
SDN,Down Var (SDN),2020-03-11,16.0561
SDN,Down Var (SDN),2020-03-12,18.7719
SDN,Down Var (SDN),2020-03-13,19.3651
SDN,Down Var (SDN),2020-03-16,26.6752
SDN,Down Var (SDN),2020-03-17,24.6699
SDN,Down Var (SDN),2020-03-18,27.526
SDN,Down Var (SDN),2020-03-19,26.6363
SDN,Down Var (SDN),2020-03-20,25.8424
SDN,Down Var (SDN),2020-03-23,26.0119
SDN,Down Var (SDN),2020-03-24,24.0049
SDN,Down Var (SDN),2020-03-25,21.9946
SDN,Down Var (SDN),2020-03-26,20.6557
SDN,Down Var (SDN),2020-03-27,19.531
SDN,Down Var (SDN),2020-03-30,18.2143
SDN,Down Var (SDN),2020-03-31,16.616
SDN,Down Var (SDN),2020-04-01,17.2984
SDN,Down Var (SDN),2020-04-02,17.6387
SDN,Down Var (SDN),2020-04-03,17.2792
SDN,Down Var (SDN),2020-04-06,16.8192
SDN,Down Var (SDN),2020-04-07,16.744
SDN,Down Var (SDN),2020-04-08,15.8663
SDN,Down Var (SDN),2020-04-09,15.3666
SDN,Down Var (SDN),2020-04-13,15.8333
SDN,Down Var (SDN),2020-04-14,15.5746
SDN,Down Var (SDN),2020-04-15,16.4258
SDN,Down Var (SDN),2020-04-16,16.7909
SDN,Down Var (SDN),2020-04-17,16.0506
SDN,Down Var (SDN),2020-04-20,17.0287
SDN,Down Var (SDN),2020-04-21,19.5414
SDN,Down Var (SDN),2020-04-22,20.6855
